news,link,city,lat
Man recently released from Tihar jail kills elderly neighbour in case of burglary gone wrong,https://www.indiatoday.in/cities/story/man-recently-released-from-tihar-jail-kills-elderly-neighbour-in-case-of-burglary-gone-wrong-1808771-2021-05-30, New Delhi,"(28.6138954, 77.2090057)"
"Kolkata: Fraudsters use device to block ATM to bank server, loot Rs 39.6 lakh",https://www.indiatoday.in/cities/kolkata/story/kolkata-atm-fraud-device-police-1808708-2021-05-30, Kolkata,"(22.5726723, 88.3638815)"
Students of another Chennai school accuse teacher of sexual harassment,https://www.indiatoday.in/india/video/students-of-another-chennai-school-accuse-teacher-of-sexual-harassment-1808684-2021-05-30, Kolkata,"(22.5726723, 88.3638815)"
Wanted criminal arrested in Jammu,https://www.indiatoday.in/crime/story/wanted-criminal-arrested-in-jammu-1808644-2021-05-30, Jammu,"(32.7185614, 74.8580917)"
"Doctor couple stopped, shot dead in Rajasthan's Bharatpur, incident caught on camera",https://www.indiatoday.in/india/story/doctor-couple-stopped-shot-dead-in-rajasthans-bharatpur-incident-caught-on-camera-1808370-2021-05-29, Bharatpur,"(27.26521245, 77.36912554739122)"
Caught on cam: 2 bike-borne men shot dead doctor and his wife at point-blank range in Rajasthan's Bharatpur,https://www.indiatoday.in/crime/video/caught-on-cam-2-bike-borne-men-shot-dead-doctor-and-his-wife-at-point-blank-range-in-rajasthan-s-bharatpur-1808257-2021-05-28, Bharatpur,"(27.26521245, 77.36912554739122)"
"Mumbai: Snatchers, who evaded police by going bald &amp; clean-shaven, arrested",https://www.indiatoday.in/cities/story/mumbai-police-nabs-snatcher-gang-who-went-bald-after-crime-spree-1808246-2021-05-28, Mumbai,"(19.0759899, 72.8773928)"
Man working in US gets wife killed in Tamil Nadu's Tiruvarur,https://www.indiatoday.in/crime/story/man-working-in-us-gets-wife-killed-in-tamil-nadu-s-tiruvarur-1808087-2021-05-28, Chennai,"(13.0836939, 80.270186)"
Popular Tamil Nadu YouTuber held for treating patients illegally,https://www.indiatoday.in/crime/story/porcheziyan-held-quackery-tamil-nadu-1808016-2021-05-28, Chennai,"(13.0836939, 80.270186)"
"60-year-old accused of molesting minor in UP thrashed with shoes, expelled from village on panchayat orders ",https://www.indiatoday.in/crime/story/uttar-pradesh-man-molest-minor-girl-panchayat-orders-verdict-arrest-1807958-2021-05-28, New Delhi,"(28.6138954, 77.2090057)"
'Operation Pehchan': Agra Police to launch app to help identify criminals,https://www.indiatoday.in/cities/agra/story/agra-police-operation-pehchan-criminal-identification-1807391-2021-05-27, Agra,"(27.1752554, 78.0098161)"
Assam: Villagers beat tribal man to death on suspicion of 'witchcraft',https://www.indiatoday.in/india/story/assam-villagers-beat-tribal-man-death-witchcraft-1806531-2021-05-25, Guwahati,"(26.1805978, 91.753943)"
"Over 2,000 people booked after communal clash breaks out over fishing boat accident in Gujarat's Gir ",https://www.indiatoday.in/india/story/guj-communal-clash-fir-registered-against-over-2-000-people-1806284-2021-05-24, Gir Somnath,"(20.9911049, 70.68806405046848)"
"Five of Dalit family, including 3 kids, killed over property dispute in Ayodhya",https://www.indiatoday.in/crime/story/five-of-a-family-including-3-kids-killed-over-property-dispute-up-police-1806186-2021-05-24, Ayodhya,"(26.7990707, 82.2052321)"
Mumbai cabbie stoned to death with pavement block for refusing to ferry passenger,https://www.indiatoday.in/cities/mumbai/story/mumbai-taxi-driver-killed-using-paver-block-fruit-vendor-held-1806170-2021-05-24, Mumbai,"(19.0759899, 72.8773928)"
"Dog tied to bike and dragged in Mangaluru, 2 arrested",https://www.indiatoday.in/crime/story/dog-tied-to-bike-and-dragged-in-mangaluru-2-arrested-1806152-2021-05-24, Mangaluru,"(12.8698101, 74.8430082)"
"Man hacks brother, sister-in-law to death, chops off one-year-old nephew's limbs: Police",https://www.indiatoday.in/crime/story/man-hacks-brother-sister-in-law-to-death-chops-off-one-year-old-nephews-limbs-1806138-2021-05-24, Bhadohi,"(25.422922749999998, 82.48843708088575)"
"UP: Home guard held for beating Unnao vegetable vendor to death, SHO shunted out",https://www.indiatoday.in/crime/story/up-home-guard-held-for-beating-unnao-vegetable-vendor-to-death-sho-shunted-out-1806106-2021-05-24, Unnao,"(26.57550365, 80.61376177782856)"
"Chhattisgarh: District collector slaps youth, smashes phone for violating Covid guidelines",https://www.indiatoday.in/india/video/chhattisgarh-district-collector-slaps-youth-smashes-phone-for-violating-covid-guidelines-1805943-2021-05-23, Unnao,"(26.57550365, 80.61376177782856)"
Woman's body found inside steel drum in Navi Mumbai,https://www.indiatoday.in/crime/story/woman-body-steel-drum-navi-mumbai-1805543-2021-05-22, Thane,"(19.1943294, 72.9701779)"
"Rajasthan HC dismisses Asaram's bail plea, directs jail authorities to ensure medical care",https://www.indiatoday.in/india/story/rajasthan-high-court-rejects-asaram-s-bail-plea-1805364-2021-05-21, New Delhi,"(28.6138954, 77.2090057)"
UP man stones sister to death for talking to someone on the phone,https://www.indiatoday.in/crime/story/uttar-pradesh-man-arrested-for-stoning-sister-to-death-in-case-of-honour-killing-1805293-2021-05-21, Muzaffarnagar,"(29.44800635, 77.74068502568672)"
Village head shot dead in UP's Bareilly,https://www.indiatoday.in/crime/story/village-head-shot-dead-in-up-s-bareilly-1805079-2021-05-21, Bareilly,"(28.457876, 79.40557093743058)"
"Robbers chop off man's hand, flee with tablet and cash in Amritsar",https://www.indiatoday.in/crime/story/robbers-cut-mans-hand-tablet-cash-amritsar-1804272-2021-05-19, New Delhi,"(28.6138954, 77.2090057)"
"2 Nagpur men held for stealing phones, jewellery from Covid bodies",https://www.indiatoday.in/crime/story/2-nagpur-men-held-for-stealing-phones-jewellery-from-covid-bodies-1804226-2021-05-19, Nagpur,"(21.1498134, 79.0820556)"
Army Relation Recruitment Exam: Pune police arrest Lieutenant Colonel rank officer in paper leak case,https://www.indiatoday.in/crime/story/army-paper-leak-case-lieutenant-colonel-rank-officer-arrested-1804024-2021-05-18, Pune,"(18.521428, 73.8544541)"
"Nagpur: Income Tax commissioner booked for raping woman doctor, forcing her to abort",https://www.indiatoday.in/crime/story/nagpur-income-tax-commissioner-booked-for-raping-woman-doctor-forcing-her-to-abort-1803350-2021-05-17, Nagpur,"(21.1498134, 79.0820556)"
25 men gangrape woman after Facebook friend lures her into forest in Delhi,https://www.indiatoday.in/crime/story/delhi-25-men-take-turns-to-gangrape-woman-in-ramgarh-village-1803085-2021-05-16, New Delhi,"(28.6138954, 77.2090057)"
"3 gangrape, thrash 21-year-old woman in front of her friend in Andhra Pradesh",https://www.indiatoday.in/crime/story/3-gangrape-thrash-21-year-old-woman-in-front-of-her-friend-in-andhra-pradesh-1802924-2021-05-15, Visakhapatnam,"(17.7231276, 83.3012842)"
Jaipur woman stabs brother-in-law to death after argument with his wife over 'dahi bhalla',https://www.indiatoday.in/cities/jaipur/story/jaipur-woman-brother-law-death-argument-wife-1802097-2021-05-13, Jaipur,"(26.9154576, 75.8189817)"
"Mumbai: Woman raped, her body with throat slit found near Bandra Kurla Complex",https://www.indiatoday.in/cities/mumbai/story/mumbai-woman-s-body-with-throat-slit-found-at-bandra-kurla-complex-1801616-2021-05-12, New Delhi,"(28.6138954, 77.2090057)"
Rape-accused ties knot with complainant at police station in Rajasthan's Kota,https://www.indiatoday.in/crime/story/rajasthan-rape-accused-ties-nuptial-knot-with-complainant-at-police-station-1801327-2021-05-12, Kota,"(25.1968256, 76.00089330885552)"
"Indian-origin man charged with killing, sexually abusing his 65-year-old mother in New York",https://www.indiatoday.in/crime/story/indian-origin-man-charged-with-killing-sexually-abusing-his-65-year-old-mother-in-new-york-1801360-2021-05-11, New York,"(18.9585343, 72.8241587)"
" Man opens fire after argument over 'litti' at wedding party in Bihar’s Gopalganj; 1 killed, 3 injured ",https://www.indiatoday.in/crime/story/man-fire-argument-litti-wedding-party-bihar-gopalganj-killed-1800835-2021-05-10, Gopalganj,"(26.4207265, 84.37406407415165)"
Delhi Police conducts raid at Navneet Kalra's Chattarpur farmhouse,https://www.indiatoday.in/crime/video/delhi-police-conducts-raid-at-navneet-kalra-s-chattarpur-farmhouse-1800561-2021-05-09, Gopalganj,"(26.4207265, 84.37406407415165)"
Delhi Police busts Afghan couple transporting 125 kg heroin worth Rs 860 crore,https://www.indiatoday.in/cities/delhi/story/delhi-police-drug-bust-afghan-nationals-couple-arrested-heroin-1800280-2021-05-08, New Delhi,"(28.6138954, 77.2090057)"
"Fake e-passes with names of Donald Trump, Amitabh Bachchan used to enter Himachal amid Covid surge, FIR lodged",https://www.indiatoday.in/crime/story/fake-epass-donald-trump-amitabh-bachchan-himachal-covid-fir-1800123-2021-05-08, Shimla,"(31.1041526, 77.1709729)"
"Delhi: Fire extinguishers painted and sold as oxygen cylinders, 3 arrested",https://www.indiatoday.in/cities/delhi/story/delhi-oxygen-cylinder-scam-racket-corona-patients-covid-hospitals-shortage-1799641-2021-05-06, New Delhi,"(28.6138954, 77.2090057)"
Conman nurse behind string of robberies in Pune found victims from nursing home lists,https://www.indiatoday.in/crime/story/pune-robbery-male-nurse-housing-complex-1799491-2021-05-06, Mumbai,"(19.0759899, 72.8773928)"
"Man found dead in Madurai, his suicide note solves mystery of missing yoga teacher",https://www.indiatoday.in/crime/story/madurai-lawyer-suicide-missing-yoga-teacher-dead-1798993-2021-05-05, Chennai,"(13.0836939, 80.270186)"
Covid positive man booked for sexually assaulting another patient at Odisha hospital,https://www.indiatoday.in/crime/story/covid-positive-man-booked-sexually-assaulting-another-patient-odisha-hospital-1798055-2021-05-02, Bhubaneswar,"(20.2667774, 85.8435592)"
Man who walked 5 km with burn injuries dies in Bhubaneswar,https://www.indiatoday.in/crime/story/man-walked-5-km-burn-injuries-dies-bhubaneswar-1796485-2021-04-30, Cuttack,"(20.4686, 85.8792)"
Kerala: Cops bust fake Covid-19 RT-PCR test racket in Ernakulam ,https://www.indiatoday.in/crime/story/kerala-cops-bust-fake-covid-19-rt-pcr-test-racket-in-ernakulam-1796469-2021-04-30, Thiruvananthapuram,"(8.576970549999999, 77.05012463730725)"
"Eight-month pregnant 'drug queen' shot dead by fourth husband in Delhi's Nizamuddin, CCTV captures crime",https://www.indiatoday.in/cities/delhi/story/eight-month-pregnant-drug-queen-shot-by-husband-cctv-captures-1795759-2021-04-28, New Delhi,"(28.6138954, 77.2090057)"
Conman posing as sadhu dupes jeweller's wife of valuables worth Rs 1.75 crore in Rishikesh,https://www.indiatoday.in/crime/story/conman-posing-sadhu-dupes-jeweller-wife-1-75-crore-1826960-2021-07-12, Rishikesh,"(30.1086537, 78.2916193)"
"Andhra man who longed for a son kills 2-year-old daughter, injures another",https://www.indiatoday.in/crime/story/andhra-pradesh-man-kills-daughter-crime-1826844-2021-07-12, New Delhi,"(28.6138954, 77.2090057)"
Teen booked for assaulting 4-year-old boy in UP village,https://www.indiatoday.in/crime/story/teen-booked-sexually-assaulting-boy-child-abuse-uttar-pradesh-1826571-2021-07-11, New Delhi,"(28.6138954, 77.2090057)"
"BJP MLA threatens to kill SP candidate's husband in UP's Lakhimpur Kheri, video viral",https://www.indiatoday.in/crime/story/bjp-mla-threatens-kill-samajwadi-party-candidate-husband-up-block-panchayat-polls-1826561-2021-07-11, Lucknow,"(26.8381, 80.9346001)"
"Death sentence for Maharashtra man who killed mother, fried and ate her body parts",https://www.indiatoday.in/law/story/death-sentence-maharashtra-man-killed-mother-fried-ate-body-parts-1826525-2021-07-11, Mumbai,"(19.0759899, 72.8773928)"
"Minor gang-raped in UP’s Shahjahanpur, video shared on social media",https://www.indiatoday.in/crime/story/minor-gang-raped-in-up-s-shahjahanpur-video-shared-on-social-media-1826021-2021-07-09, Mumbai,"(19.0759899, 72.8773928)"
Mumbai bus conductor gets 1 year in jail for asking schoolgirl about sex,https://www.indiatoday.in/cities/mumbai/story/mumbai-bus-conductor-year-jail-asking-schoolgirl-about-sex-1826013-2021-07-09, Mumbai,"(19.0759899, 72.8773928)"
Telangana: Woman hangs herself after killing two daughters,https://www.indiatoday.in/crime/story/telangana-woman-hangs-self-kills-two-daughters-1825771-2021-07-09, New Delhi,"(28.6138954, 77.2090057)"
Man kills lover's sister-in-law in Ghaziabad as her parents fix her marriage with someone else,https://www.indiatoday.in/crime/story/man-kills-lover-sister-ghaziabad-parents-marriage-someone-else-1825764-2021-07-09, Ghaziabad,"(28.711241, 77.4445372)"
"Caught on cam: Four armed men hold family hostage in Delhi, loot cash, jewellery",https://www.indiatoday.in/crime/video/caught-on-cam-four-armed-men-hold-family-hostage-in-delhi-loot-cash-jewellery-1825566-2021-07-08, Ghaziabad,"(28.711241, 77.4445372)"
"Nagaland man borrows pistol to woo girlfriend, unimpressed locals get him arrested",https://www.indiatoday.in/crime/story/nagaland-man-borrows-pistol-to-woo-girlfriend-arrested-1825487-2021-07-08, Dimapur,"(25.9136459, 93.7283456)"
"Kerala girl raped as minor, accused arrested after 2 years",https://www.indiatoday.in/crime/story/kerala-girl-raped-as-minor-accused-arrested-after-2-years-1825475-2021-07-08, Thiruvananthapuram,"(8.576970549999999, 77.05012463730725)"
Kerala: Youth accused of raping minor in Idukki sent to 14-day police custody,https://www.indiatoday.in/crime/story/kerala-minor-girl-rape-idukki-1825466-2021-07-08, Kochi,"(9.931308, 76.2674136)"
